airline,num flights,initial costs,final costs,reduction %,run,model
C,10,1573.3200000000002,1556.9299999999998,81.29,76,istop
A,15,2143.8999999999996,2089.0199999999995,95.33,76,istop
B,15,2049.73,1976.4,79.84,76,istop
D,7,723.64,723.64,53.35,76,istop
E,2,117.18,117.18,95.27,76,istop
F,1,3198.99,3198.99,0.0,76,istop
total,50,44371.16000000001,5297.340000000001,88.06,77,mincost
C,9,3218.6099999999997,956.6,70.28,77,mincost
D,6,610.26,1213.6399999999999,-98.87,77,mincost
A,17,11001.259999999998,1901.8799999999997,82.71,77,mincost
B,14,24102.399999999994,1015.7699999999999,95.79,77,mincost
E,3,4361.08,36.92,99.15,77,mincost
F,1,1077.55,172.53,83.99,77,mincost
total,50,44371.16000000001,5385.130000000001,87.86,77,nnbound
C,9,3218.6099999999997,991.98,69.18,77,nnbound
D,6,610.26,608.48,0.29,77,nnbound
A,17,11001.259999999998,2129.2200000000003,80.65,77,nnbound
B,14,24102.399999999994,1446.0000000000002,94.0,77,nnbound
E,3,4361.08,36.92,99.15,77,nnbound
F,1,1077.55,172.53,83.99,77,nnbound
total,50,44371.16000000001,7760.779999999999,82.51,77,udpp
C,9,3218.6099999999997,1076.94,66.54,77,udpp
D,6,610.26,93.74,84.64,77,udpp
A,17,11001.259999999998,2265.01,79.41,77,udpp
B,14,24102.399999999994,2429.44,89.92,77,udpp
E,3,4361.08,818.1,81.24,77,udpp
F,1,1077.55,1077.55,0.0,77,udpp
total,50,7760.78,6707.67,84.88,77,istop
C,9,1076.94,1062.65,66.98,77,istop
D,6,93.74,93.74,84.64,77,istop
A,17,2265.01,2139.3199999999997,80.55,77,istop
B,14,2429.44,1590.18,93.4,77,istop
E,3,818.1,744.23,82.93,77,istop
F,1,1077.55,1077.55,0.0,77,istop
total,50,74474.91999999998,5299.29,92.88,78,mincost
A,17,16150.910000000002,1448.2400000000002,91.03,78,mincost
B,14,10470.119999999999,1957.0700000000002,81.31,78,mincost
D,6,10761.58,547.0699999999999,94.92,78,mincost
E,3,371.41999999999996,604.6700000000001,-62.8,78,mincost
C,9,34244.469999999994,730.87,97.87,78,mincost
F,1,2476.42,11.37,99.54,78,mincost
total,50,74474.91999999998,5373.920000000001,92.78,78,nnbound
A,17,16150.910000000002,1847.0600000000002,88.56,78,nnbound
B,14,10470.119999999999,1953.48,81.34,78,nnbound
D,6,10761.58,563.93,94.76,78,nnbound
E,3,371.41999999999996,284.07,23.52,78,nnbound
C,9,34244.469999999994,714.01,97.91,78,nnbound
F,1,2476.42,11.37,99.54,78,nnbound
total,50,74474.91999999998,13046.039999999999,82.48,78,udpp
A,17,16150.910000000002,2157.7599999999998,86.64,78,udpp
B,14,10470.119999999999,1233.6,88.22,78,udpp
D,6,10761.58,450.24,95.82,78,udpp
E,3,371.41999999999996,206.94,44.28,78,udpp
C,9,34244.469999999994,6521.080000000001,80.96,78,udpp
F,1,2476.42,2476.42,0.0,78,udpp
total,50,13046.04,11774.720000000001,84.19,78,istop
A,17,2157.7599999999998,1999.8300000000002,87.62,78,istop
D,6,450.24,433.15999999999997,95.97,78,istop
B,14,1233.6,928.28,91.13,78,istop
E,3,206.94,206.94,44.28,78,istop
C,9,6521.080000000001,5730.09,83.27,78,istop
F,1,2476.42,2476.42,0.0,78,istop
total,50,22544.01,5382.810000000002,76.12,79,mincost
A,17,6473.679999999999,2139.1,66.96,79,mincost
B,13,4579.129999999999,1411.8799999999999,69.17,79,mincost
C,10,6868.47,1093.6699999999998,84.08,79,mincost
F,1,455.21,0.0,100.0,79,mincost
D,6,3320.51,387.27,88.34,79,mincost
E,3,847.01,350.89,58.57,79,mincost
total,50,22544.01,5382.810000000002,76.12,79,nnbound
A,17,6473.679999999999,2139.1,66.96,79,nnbound
B,13,4579.129999999999,1411.8799999999999,69.17,79,nnbound
C,10,6868.47,1093.6699999999998,84.08,79,nnbound
F,1,455.21,0.0,100.0,79,nnbound
D,6,3320.51,387.27,88.34,79,nnbound
E,3,847.01,350.89,58.57,79,nnbound
total,50,22544.01,6674.57,70.39,79,udpp
A,17,6473.679999999999,1706.8099999999997,73.63,79,udpp
B,13,4579.129999999999,2010.43,56.1,79,udpp
C,10,6868.47,1016.5899999999999,85.2,79,udpp
F,1,455.21,455.21,0.0,79,udpp
D,6,3320.51,875.6600000000001,73.63,79,udpp
E,3,847.01,609.87,28.0,79,udpp
total,50,6674.570000000001,6352.570000000001,71.82,79,istop
A,17,1706.8099999999997,1688.1999999999998,73.92,79,istop
B,13,2010.43,1767.26,61.41,79,istop
C,10,1016.5900000000001,968.22,85.9,79,istop
F,1,455.21,455.21,0.0,79,istop
D,6,875.6600000000001,863.81,73.99,79,istop
E,3,609.87,609.87,28.0,79,istop
total,50,55380.50000000001,7549.649999999998,86.37,80,mincost
A,17,9162.130000000001,3290.13,64.09,80,mincost
C,11,27648.479999999996,726.62,97.37,80,mincost
B,13,9388.68,2405.88,74.37,80,mincost
D,5,1507.1,785.75,47.86,80,mincost
E,3,2296.2200000000003,305.99,86.67,80,mincost
F,1,5377.89,35.28,99.34,80,mincost
total,50,55380.50000000001,7549.649999999998,86.37,80,nnbound
A,17,9162.130000000001,3290.13,64.09,80,nnbound
C,11,27648.479999999996,726.62,97.37,80,nnbound
B,13,9388.68,2405.88,74.37,80,nnbound
D,5,1507.1,785.75,47.86,80,nnbound
E,3,2296.2200000000003,305.99,86.67,80,nnbound
F,1,5377.89,35.28,99.34,80,nnbound
total,50,55380.50000000001,14159.71,74.43,80,udpp
A,17,9162.130000000001,2081.19,77.28,80,udpp
C,11,27648.479999999996,2009.37,92.73,80,udpp
B,13,9388.68,2233.45,76.21,80,udpp
D,5,1507.1,763.9699999999999,49.31,80,udpp
E,3,2296.2200000000003,1693.84,26.23,80,udpp
F,1,5377.89,5377.89,0.0,80,udpp
total,50,14159.71,13224.519999999999,76.12,80,istop
A,17,2081.19,2060.83,77.51,80,istop
C,11,2009.37,1904.71,93.11,80,istop
B,13,2233.4500000000003,2163.8599999999997,76.95,80,istop
D,5,763.97,762.12,49.43,80,istop
E,3,1693.84,955.1099999999999,58.41,80,istop
F,1,5377.89,5377.89,0.0,80,istop
total,50,45112.229999999996,5759.740000000001,87.23,81,mincost
B,14,12982.560000000001,1519.0699999999997,88.3,81,mincost
A,16,2428.52,2499.1899999999996,-2.91,81,mincost
C,12,24381.79,1034.25,95.76,81,mincost
F,1,620.16,11.68,98.12,81,mincost
D,5,2567.15,593.25,76.89,81,mincost
E,2,2132.05,102.3,95.2,81,mincost
total,50,45112.229999999996,5761.070000000001,87.23,81,nnbound
B,14,12982.560000000001,1643.52,87.34,81,nnbound
A,16,2428.52,2376.0699999999997,2.16,81,nnbound
C,12,24381.79,1034.25,95.76,81,nnbound
F,1,620.16,11.68,98.12,81,nnbound
D,5,2567.15,593.25,76.89,81,nnbound
E,2,2132.05,102.3,95.2,81,nnbound
total,50,45112.229999999996,10642.479999999998,76.41,81,udpp
B,14,12982.560000000001,4563.34,64.85,81,udpp
A,16,2428.52,999.2800000000002,58.85,81,udpp
C,12,24381.79,1375.26,94.36,81,udpp
F,1,620.16,620.16,0.0,81,udpp
D,5,2567.15,952.39,62.9,81,udpp
E,2,2132.05,2132.05,0.0,81,udpp
total,50,10642.479999999996,9510.67,78.92,81,istop
B,14,4563.34,3569.1099999999997,72.51,81,istop
A,16,999.28,949.13,60.92,81,istop
C,12,1375.26,1287.83,94.72,81,istop
F,1,620.16,620.16,0.0,81,istop
D,5,952.39,952.39,62.9,81,istop
E,2,2132.05,2132.05,0.0,81,istop
total,50,40425.22,5205.219999999998,87.12,82,mincost
A,16,2846.7,1297.29,54.43,82,mincost
B,12,3126.64,1800.0700000000002,42.43,82,mincost
D,7,7557.67,684.6900000000002,90.94,82,mincost
C,10,24437.07,609.74,97.5,82,mincost
E,4,1726.83,813.43,52.89,82,mincost
F,1,730.31,0.0,100.0,82,mincost
total,50,40425.22,5205.219999999998,87.12,82,nnbound
A,16,2846.7,1297.29,54.43,82,nnbound
B,12,3126.64,1800.0700000000002,42.43,82,nnbound
D,7,7557.67,684.6900000000002,90.94,82,nnbound
C,10,24437.07,609.74,97.5,82,nnbound
E,4,1726.83,813.43,52.89,82,nnbound
F,1,730.31,0.0,100.0,82,nnbound
total,50,40425.22,7415.83,81.66,82,udpp
A,16,2846.7,1471.27,48.32,82,udpp
B,12,3126.64,866.42,72.29,82,udpp
D,7,7557.67,797.05,89.45,82,udpp
C,10,24437.07,2412.7,90.13,82,udpp
E,4,1726.83,1138.08,34.09,82,udpp
F,1,730.31,730.31,0.0,82,udpp
total,50,7415.83,6862.96,83.02,82,istop
A,16,1471.27,1261.2299999999998,55.7,82,istop
B,12,866.4200000000001,765.2,75.53,82,istop
D,7,797.05,725.18,90.4,82,istop
C,10,2412.6999999999994,2364.3299999999995,90.32,82,istop
E,4,1138.08,1016.71,41.12,82,istop
F,1,730.31,730.31,0.0,82,istop
total,50,46900.95000000001,4992.52,89.36,83,mincost
D,7,12506.539999999999,1121.08,91.04,83,mincost
E,3,575.73,70.74,87.71,83,mincost
C,9,1379.31,1135.03,17.71,83,mincost
A,16,5418.43,1840.5400000000004,66.03,83,mincost
B,14,25163.7,815.78,96.76,83,mincost
F,1,1857.24,9.35,99.5,83,mincost
total,50,46900.95000000001,4992.52,89.36,83,nnbound
D,7,12506.539999999999,1121.08,91.04,83,nnbound
E,3,575.73,70.74,87.71,83,nnbound
C,9,1379.31,1135.03,17.71,83,nnbound
A,16,5418.43,1840.5400000000004,66.03,83,nnbound
B,14,25163.7,815.78,96.76,83,nnbound
F,1,1857.24,9.35,99.5,83,nnbound
total,50,46900.95000000001,9166.690000000002,80.46,83,udpp
D,7,12506.539999999999,308.4,97.53,83,udpp
E,3,575.73,575.73,0.0,83,udpp
C,9,1379.31,922.0899999999999,33.15,83,udpp
A,16,5418.43,1574.3100000000002,70.95,83,udpp
B,14,25163.7,3934.3900000000003,84.36,83,udpp
F,1,1857.24,1851.77,0.29,83,udpp
total,50,9166.690000000002,8440.859999999999,82.0,83,istop
D,7,308.4,287.03999999999996,97.7,83,istop
E,3,575.73,79.25999999999999,86.23,83,istop
C,9,922.0899999999999,919.1600000000001,33.36,83,istop
A,16,1574.31,1425.74,73.69,83,istop
B,14,3934.3900000000003,3877.8900000000003,84.59,83,istop
F,1,1851.77,1851.77,0.29,83,istop
total,50,44359.15999999999,5739.800000000001,87.06,84,mincost
A,18,10107.55,2203.8,78.2,84,mincost
F,1,12.0,0.0,100.0,84,mincost
E,3,220.74,830.3399999999999,-276.16,84,mincost
B,12,16757.59,1044.3799999999997,93.77,84,mincost
D,6,1304.21,713.56,45.29,84,mincost
C,10,15957.07,947.72,94.06,84,mincost
total,50,44359.15999999999,6012.42,86.45,84,nnbound
A,18,10107.55,2623.6899999999996,74.04,84,nnbound
F,1,12.0,0.0,100.0,84,nnbound
E,3,220.74,212.25,3.85,84,nnbound
B,12,16757.59,1527.52,90.88,84,nnbound
D,6,1304.21,731.5400000000001,43.91,84,nnbound
C,10,15957.07,917.4200000000001,94.25,84,nnbound
total,50,44359.15999999999,10668.960000000001,75.95,84,udpp
A,18,10107.55,1661.14,83.57,84,udpp
F,1,12.0,0.0,100.0,84,udpp
E,3,220.74,215.76999999999998,2.25,84,udpp
B,12,16757.59,3940.4399999999996,76.49,84,udpp
D,6,1304.21,1304.21,0.0,84,udpp
C,10,15957.07,3547.3999999999996,77.77,84,udpp
total,50,10668.960000000001,9610.210000000001,78.34,84,istop
A,18,1661.1399999999999,1598.71,84.18,84,istop
F,1,0.0,0.0,100.0,84,istop
E,3,215.76999999999998,215.76999999999998,2.25,84,istop
B,12,3940.44,3171.9900000000002,81.07,84,istop
D,6,1304.21,1206.7599999999998,7.47,84,istop
C,10,3547.3999999999996,3416.9799999999996,78.59,84,istop
total,50,44182.990000000005,6560.980000000001,85.15,85,mincost
C,9,3779.63,1388.45,63.26,85,mincost
A,16,27582.969999999994,1819.37,93.4,85,mincost
B,14,3601.5099999999998,2006.56,44.29,85,mincost
D,7,2120.2,917.31,56.73,85,mincost
E,3,7045.780000000001,295.5,95.81,85,mincost
F,1,52.9,133.79,-152.91,85,mincost
total,50,44182.990000000005,6732.120000000001,84.76,85,nnbound
C,9,3779.63,1461.17,61.34,85,nnbound
A,16,27582.969999999994,1894.0999999999997,93.13,85,nnbound
B,14,3601.5099999999998,2031.3300000000002,43.6,85,nnbound
D,7,2120.2,977.12,53.91,85,nnbound
E,3,7045.780000000001,315.5,95.52,85,nnbound
F,1,52.9,52.9,0.0,85,nnbound
total,50,44182.990000000005,14210.619999999997,67.84,85,udpp
C,9,3779.63,1319.76,65.08,85,udpp
A,16,27582.969999999994,2730.85,90.1,85,udpp
B,14,3601.5099999999998,1405.9799999999998,60.96,85,udpp
D,7,2120.2,1655.35,21.92,85,udpp
E,3,7045.780000000001,7045.780000000001,0.0,85,udpp
F,1,52.9,52.9,0.0,85,udpp
total,50,14210.619999999999,7882.730000000002,82.16,85,istop
C,9,1319.76,1249.12,66.95,85,istop
A,16,2730.8500000000004,2569.1000000000004,90.69,85,istop
B,14,1405.9799999999998,1387.26,61.48,85,istop
D,7,1655.35,1125.6299999999999,46.91,85,istop
E,3,7045.780000000001,1498.72,78.73,85,istop
F,1,52.9,52.9,0.0,85,istop
total,50,55434.14000000001,6357.33,88.53,86,mincost
A,16,12338.339999999998,2036.4199999999998,83.5,86,mincost
E,3,1546.1,310.42,79.92,86,mincost
B,13,11293.400000000001,2624.9,76.76,86,mincost
C,10,20616.989999999998,684.19,96.68,86,mincost
D,7,9577.289999999999,448.76,95.31,86,mincost
F,1,62.02,252.64,-307.35,86,mincost
total,50,55434.14000000001,6632.219999999999,88.04,86,nnbound
A,16,12338.339999999998,2133.46,82.71,86,nnbound
E,3,1546.1,331.67,78.55,86,nnbound
B,13,11293.400000000001,2691.28,76.17,86,nnbound
C,10,20616.989999999998,688.3100000000001,96.66,86,nnbound
D,7,9577.289999999999,745.3,92.22,86,nnbound
F,1,62.02,42.2,31.96,86,nnbound
total,50,55434.14000000001,10245.260000000002,81.52,86,udpp
A,16,12338.339999999998,1404.4700000000003,88.62,86,udpp
E,3,1546.1,825.85,46.58,86,udpp
B,13,11293.400000000001,1729.21,84.69,86,udpp
C,10,20616.989999999998,3335.21,83.82,86,udpp
D,7,9577.289999999999,2881.14,69.92,86,udpp
F,1,62.02,69.38,-11.87,86,udpp
total,50,10245.260000000002,8763.72,84.19,86,istop
A,16,1404.4700000000003,1356.1599999999999,89.01,86,istop
B,13,1729.21,1577.29,86.03,86,istop
C,10,3335.21,2122.91,89.7,86,istop
D,7,2881.14,2840.5599999999995,70.34,86,istop
E,3,825.85,797.4200000000001,48.42,86,istop
F,1,69.38,69.38,-11.87,86,istop
total,50,41313.049999999996,5995.800000000001,85.49,87,mincost
C,10,5206.65,956.6899999999999,81.63,87,mincost
B,14,12895.36,2388.57,81.48,87,mincost
A,16,7207.74,1410.6699999999998,80.43,87,mincost
D,7,15613.27,462.48,97.04,87,mincost
F,1,125.93,400.51,-218.04,87,mincost
E,2,264.1,376.88,-42.7,87,mincost
total,50,41313.049999999996,6035.040000000001,85.39,87,nnbound
C,10,5206.65,1054.51,79.75,87,nnbound
B,14,12895.36,2951.8100000000004,77.11,87,nnbound
A,16,7207.74,1192.31,83.46,87,nnbound
D,7,15613.27,462.48,97.04,87,nnbound
F,1,125.93,125.93,0.0,87,nnbound
E,2,264.1,248.0,6.1,87,nnbound
total,50,41313.049999999996,11751.1,71.56,87,udpp
C,10,5206.65,613.69,88.21,87,udpp
B,14,12895.36,4437.62,65.59,87,udpp
A,16,7207.74,3201.5399999999995,55.58,87,udpp
D,7,15613.27,3106.52,80.1,87,udpp
F,1,125.93,107.53,14.61,87,udpp
E,2,264.1,284.2,-7.61,87,udpp
total,50,11751.100000000002,7897.809999999998,80.88,87,istop
C,10,613.6899999999999,562.15,89.2,87,istop
B,14,4437.619999999999,1494.0199999999998,88.41,87,istop
A,16,3201.54,2362.9500000000003,67.22,87,istop
F,1,107.53,107.53,14.61,87,istop
D,7,3106.52,3086.96,80.23,87,istop
E,2,284.2,284.2,-7.61,87,istop
total,50,53478.21,6269.670000000002,88.28,88,mincost
B,13,18866.9,2677.56,85.81,88,mincost
A,19,9792.92,1640.39,83.25,88,mincost
C,9,7105.780000000001,1065.9499999999998,85.0,88,mincost
D,6,15308.599999999999,820.0899999999999,94.64,88,mincost
E,2,2333.1,0.0,100.0,88,mincost
F,1,70.91,65.68,7.38,88,mincost
total,50,53478.21,6269.670000000002,88.28,88,nnbound
B,13,18866.9,2677.56,85.81,88,nnbound
A,19,9792.92,1640.39,83.25,88,nnbound
C,9,7105.780000000001,1065.9499999999998,85.0,88,nnbound
D,6,15308.599999999999,820.0899999999999,94.64,88,nnbound
E,2,2333.1,0.0,100.0,88,nnbound
F,1,70.91,65.68,7.38,88,nnbound
total,50,53478.21,9608.689999999999,82.03,88,udpp
B,13,18866.9,1418.31,92.48,88,udpp
A,19,9792.92,2678.9700000000003,72.64,88,udpp
C,9,7105.780000000001,1180.1399999999999,83.39,88,udpp
D,6,15308.599999999999,2829.29,81.52,88,udpp
E,2,2333.1,1431.07,38.66,88,udpp
F,1,70.91,70.91,0.0,88,udpp
total,50,9608.689999999997,8340.67,84.4,88,istop
B,13,1418.31,1402.9299999999998,92.56,88,istop
C,9,1180.1400000000003,1009.25,85.8,88,istop
A,19,2678.97,2494.39,74.53,88,istop
D,6,2829.29,2182.02,85.75,88,istop
E,2,1431.07,1181.17,49.37,88,istop
F,1,70.91,70.91,0.0,88,istop
total,50,34472.89,5076.800000000001,85.27,89,mincost
B,13,9263.19,802.3799999999999,91.34,89,mincost
C,10,3224.23,687.52,78.68,89,mincost
A,18,15799.65,2428.669999999999,84.63,89,mincost
D,6,4453.49,758.75,82.96,89,mincost
E,2,1438.33,240.47,83.28,89,mincost
F,1,294.0,159.01,45.91,89,mincost
total,50,34472.89,5076.800000000001,85.27,89,nnbound
B,13,9263.19,802.3799999999999,91.34,89,nnbound
C,10,3224.23,687.52,78.68,89,nnbound
A,18,15799.65,2428.669999999999,84.63,89,nnbound
D,6,4453.49,758.75,82.96,89,nnbound
E,2,1438.33,240.47,83.28,89,nnbound
F,1,294.0,159.01,45.91,89,nnbound
total,50,34472.89,7891.699999999998,77.11,89,udpp
B,13,9263.19,1867.7299999999998,79.84,89,udpp
C,10,3224.23,920.17,71.46,89,udpp
A,18,15799.65,1742.9300000000003,88.97,89,udpp
D,6,4453.49,1628.5400000000002,63.43,89,udpp
E,2,1438.33,1438.33,0.0,89,udpp
F,1,294.0,294.0,0.0,89,udpp
total,50,7891.700000000001,7706.149999999999,77.65,89,istop
B,13,1867.73,1790.2300000000002,80.67,89,istop
A,18,1742.93,1655.1300000000003,89.52,89,istop
C,10,920.17,902.88,72.0,89,istop
D,6,1628.54,1625.58,63.5,89,istop
E,2,1438.33,1438.33,0.0,89,istop
F,1,294.0,294.0,0.0,89,istop
total,50,61919.579999999994,4595.879999999999,92.58,90,mincost
D,6,1176.1499999999999,96.41,91.8,90,mincost
B,13,20004.249999999996,1553.8000000000002,92.23,90,mincost
A,18,16551.16,1281.45,92.26,90,mincost
C,9,4091.7299999999996,1261.4799999999998,69.17,90,mincost
E,3,6188.16,368.78999999999996,94.04,90,mincost
F,1,13908.13,33.95,99.76,90,mincost
total,50,61919.579999999994,4595.879999999999,92.58,90,nnbound
D,6,1176.1499999999999,96.41,91.8,90,nnbound
B,13,20004.249999999996,1553.8000000000002,92.23,90,nnbound
A,18,16551.16,1281.45,92.26,90,nnbound
C,9,4091.7299999999996,1261.4799999999998,69.17,90,nnbound
E,3,6188.16,368.78999999999996,94.04,90,nnbound
F,1,13908.13,33.95,99.76,90,nnbound
total,50,61919.579999999994,19891.030000000002,67.88,90,udpp
D,6,1176.1499999999999,838.51,28.71,90,udpp
B,13,20004.249999999996,2313.79,88.43,90,udpp
A,18,16551.16,1557.51,90.59,90,udpp
C,9,4091.7299999999996,1072.49,73.79,90,udpp
E,3,6188.16,200.60000000000002,96.76,90,udpp
F,1,13908.13,13908.13,0.0,90,udpp
total,50,19891.030000000002,18776.079999999994,69.68,90,istop
D,6,838.51,621.78,47.13,90,istop
A,18,1557.51,1528.8400000000001,90.76,90,istop
C,9,1072.49,934.6600000000001,77.16,90,istop
B,13,2313.79,1583.9599999999998,92.08,90,istop
E,3,200.60000000000002,198.70999999999998,96.79,90,istop
F,1,13908.13,13908.13,0.0,90,istop
total,50,107165.32999999997,7707.230000000001,92.81,91,mincost
A,18,51669.09,2148.35,95.84,91,mincost
C,9,24156.68,953.6600000000001,96.05,91,mincost
D,6,9543.43,956.53,89.98,91,mincost
E,3,14374.609999999999,809.88,94.37,91,mincost
B,13,7292.62,2524.38,65.38,91,mincost
F,1,128.9,314.43,-143.93,91,mincost
total,50,107165.32999999997,7890.750000000002,92.64,91,nnbound
A,18,51669.09,1935.1599999999999,96.25,91,nnbound
C,9,24156.68,947.0699999999999,96.08,91,nnbound
D,6,9543.43,972.33,89.81,91,nnbound
E,3,14374.609999999999,809.88,94.37,91,nnbound
B,13,7292.62,3107.419999999999,57.39,91,nnbound
F,1,128.9,118.89,7.77,91,nnbound
total,50,107165.32999999997,12157.839999999998,88.66,91,udpp
A,18,51669.09,6686.38,87.06,91,udpp
C,9,24156.68,687.0299999999999,97.16,91,udpp
D,6,9543.43,841.46,91.18,91,udpp
E,3,14374.609999999999,902.8299999999999,93.72,91,udpp
B,13,7292.62,2911.24,60.08,91,udpp
F,1,128.9,128.9,0.0,91,udpp
total,50,12157.840000000002,11504.770000000004,89.26,91,istop
A,18,6686.38,6538.68,87.35,91,istop
C,9,687.03,676.0,97.2,91,istop
D,6,841.46,353.15000000000003,96.3,91,istop
B,13,2911.24,2911.04,60.08,91,istop
E,3,902.8299999999999,897.0,93.76,91,istop
F,1,128.9,128.9,0.0,91,istop
total,50,43967.39000000001,5775.430000000001,86.86,92,mincost
C,8,5779.37,662.02,88.55,92,mincost
B,14,6006.76,2075.7900000000004,65.44,92,mincost
A,17,28766.44,1928.8100000000002,93.29,92,mincost
E,3,283.15,65.68,76.8,92,mincost
D,7,3040.34,800.42,73.67,92,mincost
F,1,91.33,242.71,-165.75,92,mincost
total,50,43967.39000000001,5852.61,86.69,92,nnbound
C,8,5779.37,764.7699999999999,86.77,92,nnbound
B,14,6006.76,2191.7400000000002,63.51,92,nnbound
A,17,28766.44,1928.8100000000002,93.29,92,nnbound
E,3,283.15,65.68,76.8,92,nnbound
D,7,3040.34,810.2799999999999,73.35,92,nnbound
F,1,91.33,91.33,0.0,92,nnbound
total,50,43967.39000000001,6974.0599999999995,84.14,92,udpp
C,8,5779.37,1938.3600000000001,66.46,92,udpp
B,14,6006.76,1160.69,80.68,92,udpp
A,17,28766.44,2394.31,91.68,92,udpp
E,3,283.15,216.85,23.42,92,udpp
D,7,3040.34,1172.52,61.43,92,udpp
F,1,91.33,91.33,0.0,92,udpp
total,50,6974.06,6675.7300000000005,84.82,92,istop
C,8,1938.3600000000001,1935.77,66.51,92,istop
B,14,1160.69,1031.54,82.83,92,istop
E,3,216.85,216.85,23.42,92,istop
A,17,2394.31,2325.29,91.92,92,istop
D,7,1172.52,1074.95,64.64,92,istop
F,1,91.33,91.33,0.0,92,istop
total,50,51359.380000000005,5550.24,89.19,93,mincost
C,10,5815.339999999999,1250.21,78.5,93,mincost
E,4,4599.12,235.16,94.89,93,mincost
A,15,21498.82,1714.6499999999999,92.02,93,mincost
B,14,14954.949999999999,1586.6599999999999,89.39,93,mincost
D,6,4309.68,495.53,88.5,93,mincost
F,1,181.47,268.03,-47.7,93,mincost
total,50,51359.380000000005,5563.429999999999,89.17,93,nnbound
C,10,5815.339999999999,1266.26,78.23,93,nnbound
E,4,4599.12,235.16,94.89,93,nnbound
A,15,21498.82,1779.6699999999998,91.72,93,nnbound
B,14,14954.949999999999,1605.3400000000001,89.27,93,nnbound
D,6,4309.68,495.53,88.5,93,nnbound
F,1,181.47,181.47,0.0,93,nnbound
total,50,51359.380000000005,7756.950000000003,84.9,93,udpp
C,10,5815.339999999999,1148.5399999999997,80.25,93,udpp
E,4,4599.12,737.43,83.97,93,udpp
A,15,21498.82,3154.33,85.33,93,udpp
B,14,14954.949999999999,1678.07,88.78,93,udpp
D,6,4309.68,843.07,80.44,93,udpp
F,1,181.47,195.51,-7.74,93,udpp
total,50,7756.949999999999,6203.799999999999,87.92,93,istop
C,10,1148.54,1132.5900000000001,80.52,93,istop
E,4,737.43,605.81,86.83,93,istop
A,15,3154.3299999999995,1917.0900000000001,91.08,93,istop
B,14,1678.0700000000002,1616.47,89.19,93,istop
D,6,843.0699999999999,736.3299999999999,82.91,93,istop
F,1,195.51,195.51,-7.74,93,istop
total,50,35283.81999999999,6538.799999999999,81.47,94,mincost
C,9,1881.1800000000003,1281.7599999999998,31.86,94,mincost
A,16,5937.789999999999,1788.5100000000002,69.88,94,mincost
D,6,6284.52,573.29,90.88,94,mincost
B,15,16720.48,2262.1600000000003,86.47,94,mincost
F,1,78.88,446.43,-465.96,94,mincost
E,3,4380.97,186.65,95.74,94,mincost
total,50,35283.81999999999,6717.29,80.96,94,nnbound
C,9,1881.1800000000003,1360.1,27.7,94,nnbound
A,16,5937.789999999999,2210.14,62.78,94,nnbound
D,6,6284.52,573.29,90.88,94,nnbound
B,15,16720.48,2308.23,86.2,94,nnbound
F,1,78.88,78.88,0.0,94,nnbound
E,3,4380.97,186.65,95.74,94,nnbound
total,50,35283.81999999999,14507.519999999997,58.88,94,udpp
C,9,1881.1800000000003,1418.1800000000003,24.61,94,udpp
A,16,5937.789999999999,1987.68,66.52,94,udpp
D,6,6284.52,6029.68,4.06,94,udpp
B,15,16720.48,1862.46,88.86,94,udpp
F,1,78.88,44.22,43.94,94,udpp
E,3,4380.97,3165.3,27.75,94,udpp
total,50,14507.519999999997,9742.82,72.39,94,istop
C,9,1418.18,1349.38,28.27,94,istop
A,16,1987.68,1868.29,68.54,94,istop
D,6,6029.68,1767.32,71.88,94,istop
B,15,1862.4599999999998,1789.4699999999998,89.3,94,istop
F,1,44.22,44.22,43.94,94,istop
E,3,3165.3,2924.14,33.25,94,istop
total,50,64302.229999999996,6324.09,90.17,95,mincost
A,17,52447.240000000005,1767.53,96.63,95,mincost
E,3,145.16,467.9,-222.33,95,mincost
D,6,1026.92,692.8299999999999,32.53,95,mincost
B,13,3492.3999999999996,1929.55,44.75,95,mincost
C,10,6162.639999999999,1451.83,76.44,95,mincost
F,1,1027.87,14.45,98.59,95,mincost
total,50,64302.229999999996,6418.36,90.02,95,nnbound
A,17,52447.240000000005,2119.5599999999995,95.96,95,nnbound
E,3,145.16,141.05,2.83,95,nnbound
D,6,1026.92,645.63,37.13,95,nnbound
B,13,3492.3999999999996,1962.3000000000002,43.81,95,nnbound
C,10,6162.639999999999,1535.37,75.09,95,nnbound
F,1,1027.87,14.45,98.59,95,nnbound
total,50,64302.229999999996,15762.75,75.49,95,udpp
A,17,52447.240000000005,11004.02,79.02,95,udpp
E,3,145.16,72.66,49.94,95,udpp
D,6,1026.92,312.77,69.54,95,udpp
B,13,3492.3999999999996,2024.48,42.03,95,udpp
C,10,6162.639999999999,1320.9499999999998,78.57,95,udpp
F,1,1027.87,1027.87,0.0,95,udpp
total,50,15762.750000000002,11156.040000000003,82.65,95,istop
A,17,11004.020000000002,6686.689999999999,87.25,95,istop
B,13,2024.4799999999998,1854.6500000000003,46.89,95,istop
E,3,72.66,58.68,59.58,95,istop
D,6,312.77000000000004,290.23,71.74,95,istop
C,10,1320.9499999999998,1237.9199999999998,79.91,95,istop
F,1,1027.87,1027.87,0.0,95,istop
